StartDate,lognumber,runID,run_type,production_target_type,optics_target_type,url,StartTimestamp,comment_text,fulltitle
2019-12-07,3747967,21491,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747967, Fri Dec 6 21:18:19 EST 2019,1,"Start_Run_21491,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ wit T1=T2=T6=1, raster 8.9X2.9, 4AX=4EX=0.4, 4AY=4EY=-0.2"
2019-12-07,3747966,2401,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747966, Fri Dec 6 21:18:14 EST 2019,1,"Start_Run_2401,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ with T1=T2=T6=1, raster 8.9X2.9 4AX=4EX=0.4, 4AY=4EY=-0.2"
2019-12-07,3747957,21490,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747957, Fri Dec 6 21:04:33 EST 2019,1,"Start_Run_21490,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ wit T1=T2=T6=1, raster 2.9X8.9, 4AX=4EX=0.4, 4AY=4EY=-0.2"
2019-12-07,3747956,2400,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747956, Fri Dec 6 21:04:28 EST 2019,1,"Start_Run_2400,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ with T1=T2=T6=1, raster 2.9X8.9 4AX=4EX=0.4, 4AY=4EY=-0.2"
2019-12-07,3747943,21489,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747943, Fri Dec 6 20:53:31 EST 2019,1,"Start_Run_21489,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ wit T1=T2=T6=1, 4AX=4EX=0.4, 4AY=4EY=-0.2"
2019-12-07,3747942,2399,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747942, Fri Dec 6 20:53:30 EST 2019,1,"Start_Run_2399,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ with T1=T2=T6=1, 4AX=4EX=0.4, 4AY=4EY=-0.2"
2019-12-07,3747938,21488,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747938, Fri Dec 6 20:45:34 EST 2019,1,"Start_Run_21488,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ wit T1=T2=T6=1, 4AX=4EX=0.4, 4AY=4EY=-0.8"
2019-12-07,3747935,2398,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747935, Fri Dec 6 20:45:34 EST 2019,1,"Start_Run_2398,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ with T1=T2=T6=1, 4AX=4EX=0.4, 4AY=4EY=-0.8"
2019-12-07,3747930,21487,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747930, Fri Dec 6 20:38:32 EST 2019,1,"Start_Run_21487,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ wit T1=T2=T6=1, 4AX=4EX=0.4, 4AY=4EY=-0.5"
2019-12-07,3747929,2397,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747929, Fri Dec 6 20:38:32 EST 2019,1,"Start_Run_2397,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ with T1=T2=T6=1, 4AX=4EX=0.4, 4AY=4EY=-0.5"
2019-12-07,3747921,21486,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747921, Fri Dec 6 20:24:46 EST 2019,1,"Start_Run_21486,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ wit T1=T2=T6=1, 4AX=4EX=0.7, 4AY=4EY=-0.5"
2019-12-07,3747918,2396,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747918, Fri Dec 6 20:24:46 EST 2019,1,"Start_Run_2396,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ with T1=T2=T6=1, 4AX=4EX=0.7, 4AY=4EY=-0.5"
2019-12-07,3747912,21485,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747912, Fri Dec 6 20:16:36 EST 2019,1,"Start_Run_21485,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ wit T1=T2=T6=1, 4AX=4EX=1.7, 4AY=4EY=-0.5"
2019-12-07,3747911,2395,Spot++,Home,Carbon Hole,https://logbooks.jlab.org/entry/3747911, Fri Dec 6 20:16:36 EST 2019,1,"Start_Run_2395,Run_type=Spot++,production_target_type=Home,optics_target_type=Carbon Hole,comment_text=Spot++ with T1=T2=T6=1, 4AX=4EX=1.7, 4AY=4EY=-0.5"
